timestamp, frame, x, y, z, qx, qy, qz, qw
21148.169517583, 000212, 0.35107255, 0.70945346, 1.8751378, -0.21289192, 0.09186087, -0.96972513, 0.07662785
21148.236189625, 000213, 0.33838874, 0.7268534, 1.8950676, -0.20697112, 0.09623709, -0.9706214, 0.07612836
21148.302861583, 000214, 0.32737097, 0.74461216, 1.9125351, -0.20110206, 0.101364896, -0.97140193, 0.07524268
21148.369533625, 000215, 0.31804028, 0.76080686, 1.9300836, -0.19556226, 0.10650753, -0.97204834, 0.07438819
21148.436205625, 000216, 0.31111652, 0.77308655, 1.9483311, -0.18940885, 0.110827275, -0.9728326, 0.07374538
21148.502877708, 000217, 0.30600992, 0.78072584, 1.9671007, -0.18351448, 0.115585186, -0.97347313, 0.07288826
21148.569549708, 000218, 0.30213544, 0.7844013, 1.985202, -0.17809734, 0.120244905, -0.974018, 0.0714949
21148.63622175, 000219, 0.29943648, 0.786339, 2.0039186, -0.17295797, 0.12505741, -0.97449017, 0.06939198
21148.70289375, 000220, 0.2974573, 0.7880616, 2.0238786, -0.16996296, 0.12778734, -0.9747604, 0.068008825
21148.769565708, 000221, 0.2963529, 0.791272, 2.0447314, -0.16782457, 0.12923881, -0.975011, 0.06697698
21148.83623775, 000222, 0.2956992, 0.79623574, 2.067638, -0.16652966, 0.13050647, -0.97513306, 0.06596541
21148.90290975, 000223, 0.29433525, 0.80433226, 2.0927927, -0.16458973, 0.13109672, -0.9754196, 0.0654271
21148.969581833, 000224, 0.29147813, 0.815409, 2.1174192, -0.1636349, 0.13149394, -0.97558135, 0.06460637
21149.036253916, 000225, 0.2876218, 0.82887226, 2.1435993, -0.16149047, 0.13192408, -0.9759326, 0.06381596
21149.102925833, 000226, 0.2820497, 0.8438689, 2.1706035, -0.15855695, 0.13198161, -0.97639996, 0.06390456
21149.169597791, 000227, 0.2754522, 0.8592031, 2.1948078, -0.1529343, 0.13208103, -0.9772734, 0.06405083
21149.236269791, 000228, 0.2676285, 0.8737568, 2.2169, -0.14645405, 0.13326712, -0.97809833, 0.06414656
21149.302941916, 000229, 0.25783473, 0.88628465, 2.238113, -0.13959445, 0.13454737, -0.97889477, 0.064617485
